id;name;acronym;state
332;"ESCOLA SUPERIOR DE CRUZEIRO ""PREFEITO HAMILTON VIEIRA MENDES""";ESEFIC;SP
333;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;UNIOESTE;PR
334;CENTRO UNIVERSITÁRIO METODISTA BENNETT;BENNETT;RJ
335;FACULDADE DE FILOSOFIA SANTA DOROTÉIA;FFSD;RJ
336;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS PROFESSORA NAIR FORTES ABU-MERHY;FAFI - PRONAFOR;MG
337;CENTRO DE ESTUDOS SUPERIORES DE MACEIÓ;CESMAC;AL
338;FACULDADES INTEGRADAS SILVA E SOUZA;FAU;RJ
339;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS CARLOS QUEIROZ;FAFIQUE;SP
340;FACULDADE CENECISTA DE CAPIVARI;FACECAP;SP
341;FACULDADE CENECISTA DE OSÓRIO;FACOS;RS
342;FACULDADE CENECISTA DE VARGINHA;FACECA;MG
343;CENTRO DE ENSINO SUPERIOR CENECISTA DE FARROUPILHA;CESF;RS
344;INSTITUTO MILITAR DE ENGENHARIA;IME;RJ
345;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;RS
346;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING;ESPM;SP
347;FACULDADE DE ENGENHARIA SÃO PAULO;FESP;SP
348;FACULDADE DE DIREITO MILTON CAMPOS;FDMC;MG
349;FACULDADES INTEGRADAS MARIA THEREZA;FAMATH;RJ
350;CENTRO UNIVERSITÁRIO LA SALLE;UNILASALLE;RS
351;CENTRO UNIVERSITÁRIO DE JARAGUÁ DO SUL;UNERJ;SC
352;FACULDADE DE ENFERMAGEM LUIZA DE MARILLAC;FELM;RJ
353;FACULDADES ASSOCIADAS DE UBERABA - FAZU;FAZU;MG
354;CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA;UNIUV;PR
355;FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE AVARÉ;IESA/FACCAA;SP
356;FACULDADE DE ADMINISTRAÇÃO DE GOVERNADOR VALADARES;FAGV;MG
357;FACULDADE SANTA CECÍLIA;FASC;SP
358;FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA;FAFOPST;PE
359;FACULDADES INTEGRADAS CORAÇÃO DE JESUS;FAINC;SP
360;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;RJ
361;CENTRO UNIVERSITÁRIO VILA VELHA;UVV;ES
362;UNIVERSIDADE DE TAUBATÉ;UNITAU;SP
363;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;BA
364;FACULDADES INTEGRADAS DE JACAREPAGUÁ;FIJ;RJ
365;CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS;CIESA;AM
366;UNIVERSIDADE NILTON LINS;UNINILTONLINS;AM
367;UNIVERSIDADE SÃO FRANCISCO;USF;SP
368;UNIVERSIDADE ANHANGUERA - UNIDERP;UNIDERP;MS
369;FACULDADE DE ENGENHARIA DE SOROCABA;FACENS;SP
370;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;UNIGRAN;MS
371;CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO;CESVASF;PE
372;FACULDADE DE REABILITAÇÃO DA ASCE;FRASCE;RJ
373;FACULDADES INTEGRADAS DE PEDRO LEOPOLDO;FIPEL;MG
374;FACULDADE DO NOROESTE DE MINAS;FINOM;MG
375;FACULDADE DE FORMAÇÃO DE PROFESSORES DE BELO JARDIM;FABEJA;PE
376;FACULDADE DE CIÊNCIAS APLICADAS DE LIMOEIRO;FACAL;PE
377;FACULDADE ESTADUAL DE FILOSOFIA CIÊNCIAS LETRAS UNIÃO DA VITÓRIA;FAFIUV;PR
378;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;BA
379;FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA;FACAPE;PE
380;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;UNIRIO;RJ
381;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;MS
382;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;UNIR;RO
383;FACULDADE DE CIÊNCIAS DA ADMINISTRAÇÃO DE GARANHUNS;FAGA;PE
384;FACULDADE DE FORMAÇÃO DE PROFESSORES DE GOIANA;F.F.P.G.;PE
385;FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA;FAFOPA;PE
386;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ARARIPINA;FACIAGRA;PE
387;FACULDADE SÃO JOSÉ;FSJ;RJ
388;FACULDADE DE ARTES DULCINA DE MORAES;FADM;DF
389;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;UNICEP;SP
390;FACULDADE BÉTHENCOURT DA SILVA;FABES;RJ
391;CENTRO UNIVERSITÁRIO HERMÍNIO DA SILVEIRA;UNI IBMR;RJ
392;CENTRO UNIVERSITÁRIO FRANCISCANO DO PARANÁ;FAE;PR
393;FACULDADES INTEGRADAS DE BOTUCATU;UNIFAC;SP
394;FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE;UFCSPA;RS
395;UNIVERSIDADE POTIGUAR;UNP;RN
396;UNIVERSIDADE DO ESTADO DE MATO GROSSO;UNEMAT;MT
397;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO;FACHUCA;PE
398;FACULDADE DE EDUCAÇÃO DE ASSIS;FAEDA;SP
399;ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS;EEFA;SP
400;FACULDADE DE ADMINISTRAÇÃO DE ASSIS;FAA;SP
401;FACULDADE DE CIÊNCIAS, CULTURA E EXTENSÃO DO RIO GRANDE DO NORTE;FACEX;RN
402;FACULDADE ESTADUAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE PARANAGUÁ;FAFIPAR;PR
403;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO;FASF;MG
404;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;PR
405;FACULDADES INTEGRADAS MARIA IMACULADA;FIMI;SP
406;CENTRO UNIVERSITÁRIO SÃO CAMILO;SAO CAMILO;SP
407;FACULDADES INTEGRADAS TERESA D´ÁVILA;FATEA;SP
408;CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO;SÃO CAMILO-ES;ES
409;ESCOLA SUPERIOR DE ENSINO HELENA ANTIPOFF;ESEHA;RJ
410;FACULDADE DE EDUCAÇÃO E CIÊNCIAS HUMANAS DE ANICUNS;FECHA;GO
411;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SÃO MANUEL;IMESSM;SP
412;UNIVERSIDADE REGIONAL DO CARIRI;URCA;CE
413;CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA;CESVALE;PI
414;CENTRO UNIVERSITÁRIO UNIRG;UNIRG;TO
415;FACULDADE DE PARÁ DE MINAS;FAPAM;MG
416;FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL;FACHUSC;PE
417;CENTRO DE ENSINO SUPERIOR DE CATALÃO;CESUC;GO
418;CENTRO DE ENSINO SUPERIOR DE JATAÍ;CESUT;GO
419;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;PI
420;FACULDADES INTEGRADAS DO TAPAJÓS;ISES;PA
421;FACULDADE DE CIÊNCIAS MÉDICAS E PARAMÉDICAS FLUMINENSE;SEFLU;RJ
422;FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO;FCHPE;PE
423;FACULDADES SPEI;FACSPEI;PR
424;INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO;IUESO;GO
425;FACULDADE PINHEIRO GUIMARÃES;FAPG;RJ
426;FACULDADES INTEGRADAS DE NAVIRAÍ;FINAV;MS
427;FACULDADE ALVORADA DE INFORMÁTICA E PROCESSAMENTO DE DADOS;FAIPD;DF
428;FACULDADE ALVORADA DE EDUCAÇÃO FÍSICA E DESPORTO;FAEFD;DF
429;FACULDADE DE EDUCAÇÃO THEREZA PORTO MARQUES;FAETEC;SP
430;UNIVERSIDADE DE CUIABÁ;UNIC / PITÁGORAS;MT
431;FACULDADE ANHANGUERA DE RONDONÓPOLIS;FAR;MT
432;FACULDADE DE EDUCAÇÃO DE TANGARÁ DA SERRA;FACEDUTS;MT
433;FACULDADE DE RONDÔNIA;FARO;RO
434;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;RR
435;FACULDADE DE ENFERMAGEM DO HOSPITAL ISRAELITA ALBERT EINSTEIN;FEHIAE;SP
436;CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ;CESUPA;PA
437;Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL;RADIAL;SP
438;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;MT
439;FACULDADES INTEGRADAS DE DIAMANTINO;FID;MT
440;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO;EDUVALE;MT
441;Faculdade AVEC de Vilhena;AVEC;RO
442;FACULDADE DE ARACRUZ;FAACZ;ES
443;FACULDADE MONTENEGRO;FAM;BA
444;CENTRO UNIVERSITÁRIO CARIOCA;UNICARIOCA;RJ
445;FACULDADE INTERAÇÃO AMERICANA;FIA;SP
446;FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE;FADILESTE;MG
447;CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE;CTESOP;PR
448;ESCOLA SUPERIOR DE ESTUDOS EMPRESARIAIS E INFORMÁTICA;ESEEI;PR
449;CENTRO UNIVERSITÁRIO DO MARANHÃO;UNICEUMA;MA
450;FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA;FAFICH;GO
451;FACULDADE PRESBITERIANA GAMMON;FAGAMMON;MG
452;CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE;UNIDESC;GO
453;FACULDADE DE SÃO LOURENÇO;FASAMA;MG
454;UNIVERSIDADE DO TOCANTINS;UNITINS;TO
455;UNIVERSIDADE FEDERAL DO AMAPÁ;UNIFAP;AP
456;FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE;FCHVRG;SP
457;FACULDADE DE CIÊNCIAS ADMINISTRATIVAS DE CURVELO;FACIAC;MG
458;FACULDADES INTEGRADAS DE ARIQUEMES;FIAR;RO
459;FACULDADE DE CIÊNCIAS HUMANAS DE FORTALEZA;FCHFOR;CE
460;FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA;FCTFOR;CE
461;FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS;FAVI;ES
462;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI;FATEB;SP
463;FACULDADE DE AGRONOMIA E ENGENHARIA FLORESTAL DE GARÇA;FAEF;SP
464;FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA;FAC-FEA;SP
465;FACULDADE DE ADMINISTRAÇÃO DE TERESINA;FAT;PI
466;FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS;FPPD;PI
467;FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA;FAJE;MG
468;FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA;FIAP;SP
469;CENTRO DE ENSINO SUPERIOR DO AMAPÁ;CEAP;AP
470;FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE;FESCG;MS
471;FACULDADES UNIFICADAS DE FOZ DO IGUAÇU;UNIFOZ;PR
472;FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA;FESAV;ES
473;FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU;FEPI;PR
474;CENTRO UNIVERSITÁRIO DO LESTE DE MINAS GERAIS;UNILESTEMG;MG
475;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS;IMESA;SP
476;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI;IMESB;SP
477;FACULDADE DE HORTOLÂNDIA;FACH;SP
478;ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO;EG;MG
479;FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS SANTA RITA DE CÁSSIA;FACEAS;SP
480;FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA;FATEC;RO
481;FACULDADE ESCOLA PAULISTA DE DIREITO;FACEPD;SP
482;FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SUMARÉ;FECGS;SP
483;FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE INDAIATUBA;FECGI;SP
484;FACULDADE DE BELFORD ROXO;FABEL;RJ
485;FACULDADE SANTA LÚCIA;FCACSL;SP
486;FACULDADES INTEGRADAS DE PARANAÍBA - FIPAR;FIPAR;MS
487;FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL;FAFS;MS
488;FACULDADE DE CIÊNCIAS, SAÚDE, EXATAS E JURÍDICAS DE TERESINA;FACULDADE CEUT;PI
489;FACULDADE DE CIÊNCIAS CONTÁBEIS DE NAVIRAI;FACINAV;MS
490;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE CASCAVEL;FCSAC;PR
491;FACULDADE REGES DE DRACENA;FCGD;SP
492;FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS DE SÃO ROQUE;FACCSR;SP
493;FACULDADE INTERLAGOS DE EDUCAÇÃO E CULTURA;FINTEC;SP
494;FACULDADE CATÓLICA DE ANÁPOLIS;CATÓLICA DE ANÁPOLIS;GO
495;Faculdades Magsul;FAMAG;MS
496;INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS;INCISOH;MG
497;UNIÃO DE ENSINO SUPERIOR DE NOVA MUTUM;UNINOVA;MT
498;UNIVERSIDADE SANTA CECÍLIA;UNISANTA;SP
499;UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;SP
500;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS;FAFIL;PB
501;FACULDADE DE TECNOLOGIA DE TAQUARITINGA;FATEC/TQ;SP
502;FACULDADES INTEGRADAS DE PONTA PORÃ;FIP;MS
503;FACULDADE PRUDENTE DE MORAES;FPM;SP
504;FACULDADE DE CIÊNCIAS E EDUCAÇÃO DE RUBIATABA;FACER;GO
505;FACULDADE DE EDUCAÇÃO E CULTURA MONTESSORI;FAMEC;SP
506;ESCOLA SUPERIOR EM MEIO AMBIENTE;ESMA;MG
507;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CONGONHAS;FAFIC;MG
508;FACULDADE SENAI-CETIQT;SENAI-CETIQT;RJ
509;FACULDADE DE FORMAÇÃO DE PROFESSORES DE AFOGADOS DA INGAZEIRA;FAFOPAI;PE
510;FACULDADE SUDOESTE PAULISTANO;FASUP;SP
511;INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC;BOM JESUS/IELUSC;SC
512;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU;FACTU;MG
513;FACULDADE DE CIÊNCIAS DE TIMBAÚBA;FACET;PE
514;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;UENF;RJ
515;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;MS
516;FACULDADE DE ECONOMIA E FINANÇAS IBMEC;FACULDADES IBMEC;RJ
517;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;UNISAL;SP
518;UNIÃO DE ESCOLAS SUPERIORES DA FUNESO;UNESF;PE
519;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;MG
520;FACULDADES INTEGRADAS DE TRÊS LAGOAS;AEMS;MS
521;CENTRO UNIVERSITÁRIO UNIVATES;UNIVATES;RS
522;UNIVERSIDADE POSITIVO;UP;PR
523;CENTRO UNIVERSITÁRIO HERMINIO OMETTO DE ARARAS;UNIARARAS;SP
524;CENTRO UNIVERSITÁRIO ANHANGÜERA;UNIFIAN;SP
525;UNIÃO DAS FACULDADES DOS GRANDES LAGOS - UNILAGO;UNILAGO;SP
526;FACULDADE CAMPOS ELÍSEOS;FCE;SP
527;FACULDADE DE CIÊNCIAS CONTÁBEIS - MACEIÓ;SEUNE;AL
528;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE FEIRA DE SANTANA;FTC;BA
529;FACULDADE MAURÍCIO DE NASSAU DE SALVADOR;FMN SALVADOR;BA
530;Centro Universitário Estácio da Bahia - Estácio FIB;FIB;BA
531;FACULDADE LOURENÇO FILHO;FLF;CE
532;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;DF
533;FACULDADE BATISTA DE VILA VELHA;FABAVI;ES
534;INSTITUTO DE ENSINO E PESQUISA OBJETIVO;IEPO;TO
535;FACULDADE DE JUSSARA;FAJ;GO
536;FACULDADE ALDETE MARIA ALVES;FAMA;MG
537;INSTITUTO DE ENSINO SUPERIOR CENECISTA;INESC;MG
538;INSTITUTO DE ENSINO SUPERIOR DA FUNLEC;IESF;MS
539;FACULDADE AFIRMATIVO;FAFI;MT
540;INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA;IESP;PB
541;Faculdade Estácio do Recife - Estácio FIR;FIR;PE
542;FACULDADE INTEGRADO DE CAMPO MOURÃO;CEI;PR
543;FACULDADE MARINGÁ;CESPAR;PR
544;FACULDADE ARTHUR SÁ EARP NETO;FASE;RJ
545;FACULDADE DE ENGENHARIA DE RESENDE;FER;RJ
546;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;IFRN;RN
547;FACULDADE CENECISTA DE BENTO GONÇALVES;FACEBG;RS
548;FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE;FAEC;RO
549;FACULDADES INTEGRADAS APARÍCIO CARVALHO;FIMCA;RO
550;FACULDADE SÃO LUÍS DE FRANÇA;FSLF;SE
551;FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE GARÇA;FAEG;SP
552;FACULDADE DE PRESIDENTE EPITÁCIO - FAPE;FAPE;SP
553;FACULDADES INTEGRADAS DE SÃO PAULO;FISP;SP
554;FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SÃO PAULO;FECG-SP;SP
555;FACULDADE CARLOS DRUMMOND DE ANDRADE;FCDA;SP
556;FACULDADE DE ADMINISTRAÇÃO SÃO PAULO;FAPI;SP
557;CENTRO UNIVERSITÁRIO EURO-AMERICANO;UNIEURO;DF
558;FACULDADE SANTA TEREZINHA;CEST;MA
559;UNIÃO DAS ESCOLAS DO GRUPO FAIMI DE EDUCAÇÃO;FAIMI;SP
560;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE;IF Fluminense;RJ
561;INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR;IESUS;BA
562;INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE BARREIRAS;IESUB;BA
563;FACULDADES INTEGRADAS ESPÍRITA;FIES;PR
564;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;PR
565;UNIVERSIDADE DE ITAÚNA;UI;MG
566;CENTRO UNIVERSITÁRIO DO NORTE PAULISTA;UNORP;SP
567;FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS;METODISTA;SP
568;FACULDADE SANTO AGOSTINHO;FSA;PI
569;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU;FACIG;PE
570;FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG;FEAD - MG;MG
571;FACULDADE GAMA E SOUZA;FGS;RJ
572;FACULDADES INTEGRADAS DE VITÓRIA;FDV;ES
573;FACULDADE DE EDUCAÇÃO SUPERIOR DE TIMBAÚBA;FAEST;PE
574;FACULDADE DE CIÊNCIAS HUMANAS;IMENSU;SP
575;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;SP
576;FACULDADE SENAI DE TECNOLOGIA GRÁFICA;SP SENAI;SP
577;FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE;FANESE;SE
578;UNIVERSIDADE CÂNDIDO MENDES;UCAM;RJ
579;FACULDADE SALESIANA DE SANTA TERESA;FSST;MS
580;FACULDADE CENECISTA DE ITABORAÍ;FACNEC;RJ
581;ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;ES
582;CENTRO DE ENSINO SUPERIOR DE VITÓRIA;CESV;ES
583;FACULDADE CAMBURY;CAMBURY;GO
584;INSPER INSTITUTO DE ENSINO E PESQUISA;INSPER;SP
585;FACULDADE DE ALTA FLORESTA;FAF;MT
586;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA;IFPB;PB
587;FACULDADE ANHANGUERA DE BRASÍLIA;FAB;DF
588;FACULDADE DE SABARÁ;SOECS;MG
589;FACULDADES RIOGRANDENSES;FARGS;RS
590;FACULDADE BRASÍLIA DE SÃO PAULO;FABRASP;SP
591;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;BA
592;CENTRO UNIVERSITÁRIO MÓDULO;MÓDULO;SP
593;UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC;SC
594;FACULDADE INTEGRAL CANTAREIRA;F.I.C.;SP
595;FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO;FACIS;SP
596;FACULDADE DE TECNOLOGIA DE PONTA PORÃ;FATEP;MS
597;FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA;SENAI;SP
598;CENTRO UNIVERSITÁRIO DE MARINGÁ - CEUMAR;CESUMAR;PR
599;FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS;FAMC;MG
600;FACULDADE SANTA RITA;FASAR;MG
601;FACULDADE DE AMAMBAI;FIAMA;MS
602;FACULDADE EDUCACIONAL DA LAPA;FAEL;PR
603;FACULDADE DE NATAL;FAL;RN
604;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS;FCCA;SP
605;FACULDADE FLEMING;SEF;SP
606;INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR;IIES;SP
607;CENTRO UNIVERSITÁRIO DE JALES;UNIJALES;SP
608;CENTRO UNIVERSITÁRIO AMPARENSE;UNIFIA;SP
609;INSTITUTO DE ENSINO SUPERIOR DO ACRE;IESACRE;AC
610;FACULDADE SÃO FRANCISCO DE BARREIRAS - FASB;FASB;BA
611;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;UNIPINHAL;SP
612;INSTITUTO CENECISTA DE ENSINO SUPERIOR DE SANTO ÂNGELO;CNEC/IESA;RS
613;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;UNIANDRADE;PR
614;CENTRO UNIVERSITÁRIO CÂNDIDO RONDON;UNIRONDON;MT
615;FACULDADE NOSSA SENHORA APARECIDA;FANAP;GO
616;FACULDADE PADRÃO;PADRAO;GO
617;FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO;PIO XII;ES
618;FACULDADE DE CASTELO;FACASTELO;ES
619;FACULDADE CANDIDO MENDES DE VITÓRIA;FCMV;ES
620;FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN;FACINAN;MS
621;FACULDADE DE PEDAGOGIA;ANAEC;MS
622;FACULDADE DE EDUCAÇÃO DE COSTA RICA;FECRA;MS
623;FACULDADE PROMOVE DE MINAS GERAIS;PROMOVE;MG
624;FACULDADE METODISTA GRANBERY;FMG;MG
625;FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO;FAI;MG
626;FACULDADE BOA VIAGEM;FBV;PE
627;FACULDADE DOM BOSCO;DOM BOSCO;PR
628;FACULDADE DE ADMINISTRAÇÃO, CIÊNCIAS, EDUCAÇÃO E LETRAS;FACEL;PR
629;FACULDADE DE CIÊNCIAS APLICADAS DE CASCAVEL;FACIAP;PR
630;FACULDADE BEZERRA DE ARAÚJO;FABA;RJ
631;FACULDADE NATALENSE PARA O DESENVOLVIMENTO DO RIO GRANDE DO NORTE;FARN;RN
632;FACULDADES INTEGRADAS URUBUPUNGÁ;FIU;SP
633;INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS;IESGF;SC
634;CENTRO UNIVERSITÁRIO DO INSTITUTO DE ENSINO SUPERIOR COC;COC;SP
635;FACULDADE SANT´ANNA DE SALTO;FASAS;SP
636;FACULDADE CAMPO LIMPO PAULISTA;FACCAMP;SP
637;FACULDADE DO GUARUJÁ;FAGU;SP
638;INSTITUTO TAUBATÉ DE ENSINO SUPERIOR;I.T.E.S.;SP
639;FACULDADE DE ITÁPOLIS - FACITA;FACITA;SP
640;Faculdade Estácio Cotia - Estácio FAAC;IESC;SP
641;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;FAIT;SP
642;INSTITUTO MANCHESTER PAULISTA DE ENSINO SUPERIOR;IMAPES;SP
643;FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FAD-FAAP;SP
644;FACULDADE ALBERT EINSTEIN DE SÃO PAULO;FAESP;SP
645;FACULDADE DO NORTE PIONEIRO;FANORPI;PR
646;ESCOLA SUPERIOR DE MARKETING;ESM;PE
647;FACULDADES INTEGRADAS DE FERNANDÓPOLIS;FIFE;SP
648;INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH;ITES;SP
649;INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR;IMMES;SP
650;FACULDADE BATISTA BRASILEIRA;FBB;BA
651;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;GO
652;FACULDADES INTEGRADAS DE RIBEIRÃO PIRES;FIRP;SP
653;FACULDADE DE CIÊNCIAS HUMANAS DE GARÇA;FAHU;SP
654;FACULDADE NOVO MILÊNIO;FNM;ES
655;FACULDADE JESUS MARIA JOSÉ;FAJESU;DF
656;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS;TREVISAN;SP
657;FACULDADE UNIDA DE SUZANO;UNISUZ;SP
658;INSTITUTO DE ENSINO SUPERIOR JOÃO ALFREDO DE ANDRADE;IJAA;MG
659;FACULDADE SUDOESTE PAULISTA;FSP;SP
660;FACULDADE JUVÊNCIO TERRA;FJT;BA
661;FACULDADE DE INFORMÁTICA LEMOS DE CASTRO;FILC;RJ
662;ESCOLA SUPERIOR DE ENSINO ANÍSIO TEIXEIRA;CESAT;ES
663;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE;ESPM - POA;RS
664;FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA;FACOTTUR;PE
665;FACULDADE COTEMIG;COTEMIG;MG
666;FACULDADE CECAP DO LAGO NORTE;CECAP;DF
667;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS - FACISA;FACISA;PB
